date,time,home,away,round
2026-09-19,15:00,Reading,Notts County,
2026-09-19,15:00,Wigan Athletic,Wycombe Wanderers,
2026-09-19,15:00,Luton Town,Bradford City,
2026-09-19,15:00,Sheffield Wednesday,Stockport County,
2026-09-26,15:00,Plymouth Argyle,Burton Albion,
2026-09-26,15:00,Doncaster Rovers,Oxford United,
2026-09-26,15:00,Bradford City,Barnsley,
2026-09-26,15:00,Leicester City,Wigan Athletic,
2026-09-26,15:00,Stockport County,Peterborough United,
2026-09-26,15:00,Stevenage,Sheffield Wednesday,
2026-09-26,15:00,Huddersfield Town,Luton Town,
2026-09-26,15:00,Mansfield Town,Leyton Orient,
2026-09-26,15:00,Milton Keynes Dons,Bromley,
2026-09-26,15:00,Notts County,Blackpool,
2026-09-26,15:00,Wycombe Wanderers,Reading,
2026-09-26,15:00,Cambridge United,AFC Wimbledon,
2026-10-03,15:00,Luton Town,Doncaster Rovers,
2026-10-03,15:00,Leyton Orient,Plymouth Argyle,
2026-10-03,15:00,Sheffield Wednesday,Cambridge United,
2026-10-03,15:00,Barnsley,Milton Keynes Dons,
2026-10-03,15:00,Reading,Bradford City,
2026-10-03,15:00,Bromley,Wycombe Wanderers,
2026-10-03,15:00,Blackpool,Leicester City,
2026-10-03,15:00,Wigan Athletic,Mansfield Town,
2026-10-03,15:00,Oxford United,Stockport County,
2026-10-03,15:00,AFC Wimbledon,Stevenage,
2026-10-03,15:00,Peterborough United,Notts County,
2026-10-03,15:00,Burton Albion,Huddersfield Town,
2026-10-10,15:00,Plymouth Argyle,AFC Wimbledon,
2026-10-10,15:00,Leicester City,Peterborough United,
2026-10-10,15:00,Cambridge United,Blackpool,
2026-10-10,15:00,Wycombe Wanderers,Luton Town,
2026-10-10,15:00,Stockport County,Barnsley,
2026-10-10,15:00,Mansfield Town,Bromley,
2026-10-10,15:00,Stevenage,Wigan Athletic,
2026-10-10,15:00,Huddersfield Town,Sheffield Wednesday,
2026-10-10,15:00,Notts County,Oxford United,
2026-10-10,15:00,Milton Keynes Dons,Reading,
2026-10-10,15:00,Bradford City,Leyton Orient,
2026-10-10,15:00,Doncaster Rovers,Burton Albion,
2026-10-17,15:00,Wycombe Wanderers,Notts County,
2026-10-17,15:00,Sheffield Wednesday,AFC Wimbledon,
2026-10-17,15:00,Stockport County,Bromley,
2026-10-17,15:00,Milton Keynes Dons,Luton Town,
2026-10-17,15:00,Mansfield Town,Oxford United,
2026-10-17,15:00,Leyton Orient,Blackpool,
2026-10-17,15:00,Bradford City,Stevenage,
2026-10-17,15:00,Peterborough United,Burton Albion,
2026-10-17,15:00,Wigan Athletic,Reading,
2026-10-17,15:00,Plymouth Argyle,Huddersfield Town,
2026-10-17,15:00,Barnsley,Cambridge United,
2026-10-17,15:00,Leicester City,Doncaster Rovers,
2026-10-20,19:45,Notts County,Sheffield Wednesday,
2026-10-20,19:45,Cambridge United,Wycombe Wanderers,
2026-10-20,19:45,Doncaster Rovers,Stockport County,
2026-10-20,19:45,Burton Albion,Bradford City,
2026-10-20,19:45,Luton Town,Barnsley,
2026-10-20,19:45,AFC Wimbledon,Mansfield Town,
2026-10-20,19:45,Huddersfield Town,Peterborough United,
2026-10-20,19:45,Stevenage,Plymouth Argyle,
2026-10-20,19:45,Blackpool,Milton Keynes Dons,
2026-10-20,19:45,Bromley,Leicester City,
2026-10-20,19:45,Oxford United,Wigan Athletic,
2026-10-20,20:00,Reading,Leyton Orient,
2026-10-24,15:00,Cambridge United,Plymouth Argyle,
2026-10-24,15:00,Reading,Barnsley,
2026-10-24,15:00,Burton Albion,Leyton Orient,
2026-10-24,15:00,Luton Town,Leicester City,
2026-10-24,15:00,Blackpool,Mansfield Town,
2026-10-24,15:00,Notts County,Stockport County,
2026-10-24,15:00,Huddersfield Town,Wigan Athletic,
2026-10-24,15:00,Stevenage,Milton Keynes Dons,
2026-10-24,15:00,Doncaster Rovers,Sheffield Wednesday,
2026-10-24,15:00,Oxford United,Bradford City,
2026-10-24,15:00,AFC Wimbledon,Wycombe Wanderers,
2026-10-24,15:00,Bromley,Peterborough United,
2026-10-31,16:00,Leyton Orient,Cambridge United,
2026-10-31,16:00,Mansfield Town,Notts County,
2026-10-31,16:00,Leicester City,Stevenage,
2026-10-31,16:00,Barnsley,Oxford United,
2026-10-31,16:00,Bradford City,Huddersfield Town,
2026-10-31,16:00,Stockport County,AFC Wimbledon,
2026-10-31,16:00,Wycombe Wanderers,Burton Albion,
2026-10-31,16:00,Wigan Athletic,Bromley,
2026-10-31,16:00,Milton Keynes Dons,Doncaster Rovers,
2026-10-31,16:00,Plymouth Argyle,Reading,
2026-10-31,16:00,Peterborough United,Luton Town,
2026-11-01,15:00,Sheffield Wednesday,Blackpool,
2026-11-14,16:00,Sheffield Wednesday,Plymouth Argyle,
2026-11-14,16:00,Stockport County,Reading,
2026-11-14,16:00,Leicester City,Bradford City,
2026-11-14,16:00,AFC Wimbledon,Blackpool,
2026-11-14,16:00,Wycombe Wanderers,Huddersfield Town,
2026-11-14,16:00,Stevenage,Mansfield Town,
2026-11-14,16:00,Milton Keynes Dons,Burton Albion,
2026-11-14,16:00,Luton Town,Cambridge United,
2026-11-14,16:00,Peterborough United,Oxford United,
2026-11-14,16:00,Wigan Athletic,Barnsley,
2026-11-14,16:00,Bromley,Notts County,
2026-11-14,16:00,Doncaster Rovers,Leyton Orient,
2026-11-21,16:00,Plymouth Argyle,Peterborough United,
2026-11-21,16:00,Blackpool,Wigan Athletic,
2026-11-21,16:00,Leyton Orient,AFC Wimbledon,
2026-11-21,16:00,Reading,Bromley,
2026-11-21,16:00,Bradford City,Doncaster Rovers,
2026-11-21,16:00,Notts County,Stevenage,
2026-11-21,16:00,Mansfield Town,Milton Keynes Dons,
2026-11-21,16:00,Barnsley,Sheffield Wednesday,
2026-11-21,16:00,Huddersfield Town,Leicester City,
2026-11-21,16:00,Cambridge United,Stockport County,
2026-11-21,16:00,Oxford United,Wycombe Wanderers,
2026-11-21,16:00,Burton Albion,Luton Town,
2026-11-28,16:00,Wigan Athletic,Plymouth Argyle,
2026-11-28,16:00,Leicester City,Mansfield Town,
2026-11-28,16:00,Wycombe Wanderers,Bradford City,
2026-11-28,16:00,Milton Keynes Dons,Notts County,
2026-11-28,16:00,AFC Wimbledon,Barnsley,
2026-11-28,16:00,Doncaster Rovers,Huddersfield Town,
2026-11-28,16:00,Stockport County,Leyton Orient,
2026-11-28,16:00,Bromley,Burton Albion,
2026-11-28,16:00,Stevenage,Blackpool,
2026-11-28,16:00,Luton Town,Oxford United,
2026-11-28,16:00,Peterborough United,Cambridge United,
2026-11-28,16:00,Sheffield Wednesday,Reading,
2026-12-01,20:45,Huddersfield Town,Stevenage,
2026-12-01,20:45,Oxford United,Sheffield Wednesday,
2026-12-01,20:45,Burton Albion,Wigan Athletic,
2026-12-01,20:45,Leyton Orient,Peterborough United,
2026-12-01,20:45,Barnsley,Wycombe Wanderers,
2026-12-01,20:45,Mansfield Town,Stockport County,
2026-12-01,20:45,Notts County,AFC Wimbledon,
2026-12-01,20:45,Plymouth Argyle,Bromley,
2026-12-01,20:45,Cambridge United,Leicester City,
2026-12-01,20:45,Bradford City,Milton Keynes Dons,
2026-12-01,20:45,Blackpool,Luton Town,
2026-12-01,21:00,Reading,Doncaster Rovers,
2026-12-12,16:00,Luton Town,Wigan Athletic,
2026-12-12,16:00,Oxford United,Blackpool,
2026-12-12,16:00,Leicester City,Sheffield Wednesday,
2026-12-12,16:00,Stevenage,Stockport County,
2026-12-12,16:00,Bradford City,AFC Wimbledon,
2026-12-12,16:00,Notts County,Plymouth Argyle,
2026-12-12,16:00,Mansfield Town,Wycombe Wanderers,
2026-12-12,16:00,Milton Keynes Dons,Cambridge United,
2026-12-12,16:00,Burton Albion,Reading,
2026-12-12,16:00,Huddersfield Town,Leyton Orient,
2026-12-12,16:00,Peterborough United,Barnsley,
2026-12-12,16:00,Doncaster Rovers,Bromley,
2026-12-19,16:00,Reading,Leicester City,
2026-12-19,16:00,Barnsley,Huddersfield Town,
2026-12-19,16:00,Bromley,Bradford City,
2026-12-19,16:00,AFC Wimbledon,Oxford United,
2026-12-19,16:00,Wigan Athletic,Peterborough United,
2026-12-19,16:00,Sheffield Wednesday,Luton Town,
2026-12-19,16:00,Leyton Orient,Notts County,
2026-12-19,16:00,Stockport County,Milton Keynes Dons,
2026-12-19,16:00,Blackpool,Burton Albion,
2026-12-19,16:00,Wycombe Wanderers,Doncaster Rovers,
2026-12-19,16:00,Cambridge United,Stevenage,
2026-12-19,16:00,Plymouth Argyle,Mansfield Town,
2026-12-26,16:00,Oxford United,Plymouth Argyle,
2026-12-26,16:00,Bradford City,Stockport County,
2026-12-26,16:00,Huddersfield Town,Blackpool,
2026-12-26,16:00,Luton Town,Bromley,
2026-12-26,16:00,Burton Albion,Sheffield Wednesday,
2026-12-26,16:00,Peterborough United,Wycombe Wanderers,
2026-12-26,16:00,Notts County,Cambridge United,
2026-12-26,16:00,Stevenage,Reading,
2026-12-26,16:00,Leicester City,AFC Wimbledon,
2026-12-26,16:00,Milton Keynes Dons,Leyton Orient,
2026-12-26,16:00,Mansfield Town,Barnsley,
2026-12-26,16:00,Doncaster Rovers,Wigan Athletic,
2026-12-29,20:45,Plymouth Argyle,Milton Keynes Dons,
2026-12-29,20:45,Bromley,Oxford United,
2026-12-29,20:45,Sheffield Wednesday,Mansfield Town,
2026-12-29,20:45,Cambridge United,Doncaster Rovers,
2026-12-29,20:45,Blackpool,Bradford City,
2026-12-29,20:45,Leyton Orient,Leicester City,
2026-12-29,20:45,Stockport County,Huddersfield Town,
2026-12-29,20:45,Barnsley,Burton Albion,
2026-12-29,20:45,AFC Wimbledon,Luton Town,
2026-12-29,20:45,Wigan Athletic,Notts County,
2026-12-29,20:45,Wycombe Wanderers,Stevenage,
2026-12-29,21:00,Reading,Peterborough United,
2027-01-01,16:00,Blackpool,Doncaster Rovers,
2027-01-01,16:00,Wigan Athletic,Bradford City,
2027-01-01,16:00,Cambridge United,Mansfield Town,
2027-01-01,16:00,Bromley,Stevenage,
2027-01-01,16:00,Plymouth Argyle,Luton Town,
2027-01-01,16:00,Reading,Milton Keynes Dons,
2027-01-01,16:00,Leyton Orient,Oxford United,
2027-01-01,16:00,Sheffield Wednesday,Huddersfield Town,
2027-01-01,16:00,Stockport County,Burton Albion,
2027-01-01,16:00,AFC Wimbledon,Peterborough United,
2027-01-01,16:00,Wycombe Wanderers,Leicester City,
2027-01-01,16:00,Barnsley,Notts County,
2027-01-09,16:00,Doncaster Rovers,Wycombe Wanderers,
2027-01-09,16:00,Stevenage,Cambridge United,
2027-01-09,16:00,Burton Albion,Blackpool,
2027-01-09,16:00,Bradford City,Bromley,
2027-01-09,16:00,Notts County,Leyton Orient,
2027-01-09,16:00,Mansfield Town,Plymouth Argyle,
2027-01-09,16:00,Luton Town,Sheffield Wednesday,
2027-01-09,16:00,Leicester City,Reading,
2027-01-09,16:00,Huddersfield Town,Barnsley,
2027-01-09,16:00,Peterborough United,Wigan Athletic,
2027-01-09,16:00,Milton Keynes Dons,Stockport County,
2027-01-09,16:00,Oxford United,AFC Wimbledon,
2027-01-16,16:00,Stevenage,Bradford City,
2027-01-16,16:00,Notts County,Wycombe Wanderers,
2027-01-16,16:00,Bromley,Stockport County,
2027-01-16,16:00,Cambridge United,Barnsley,
2027-01-16,16:00,Huddersfield Town,Plymouth Argyle,
2027-01-16,16:00,Oxford United,Mansfield Town,
2027-01-16,16:00,Reading,Wigan Athletic,
2027-01-16,16:00,Luton Town,Milton Keynes Dons,
2027-01-16,16:00,Burton Albion,Peterborough United,
2027-01-16,16:00,AFC Wimbledon,Sheffield Wednesday,
2027-01-16,16:00,Blackpool,Leyton Orient,
2027-01-16,16:00,Doncaster Rovers,Leicester City,
2027-01-19,20:45,Milton Keynes Dons,Blackpool,
2027-01-19,20:45,Wycombe Wanderers,Cambridge United,
2027-01-19,20:45,Plymouth Argyle,Stevenage,
2027-01-19,20:45,Leicester City,Bromley,
2027-01-19,20:45,Bradford City,Burton Albion,
2027-01-19,20:45,Stockport County,Doncaster Rovers,
2027-01-19,20:45,Mansfield Town,AFC Wimbledon,
2027-01-19,20:45,Sheffield Wednesday,Notts County,
2027-01-19,20:45,Barnsley,Luton Town,
2027-01-19,20:45,Peterborough United,Huddersfield Town,
2027-01-19,20:45,Wigan Athletic,Oxford United,
2027-01-19,20:45,Leyton Orient,Reading,
2027-01-23,16:00,Wycombe Wanderers,AFC Wimbledon,
2027-01-23,16:00,Sheffield Wednesday,Doncaster Rovers,
2027-01-23,16:00,Milton Keynes Dons,Stevenage,
2027-01-23,16:00,Wigan Athletic,Huddersfield Town,
2027-01-23,16:00,Bradford City,Oxford United,
2027-01-23,16:00,Leicester City,Luton Town,
2027-01-23,16:00,Leyton Orient,Burton Albion,
2027-01-23,16:00,Plymouth Argyle,Cambridge United,
2027-01-23,16:00,Mansfield Town,Blackpool,
2027-01-23,16:00,Barnsley,Reading,
2027-01-23,16:00,Peterborough United,Bromley,
2027-01-23,16:00,Stockport County,Notts County,
2027-01-30,16:00,Bromley,Wigan Athletic,
2027-01-30,16:00,Doncaster Rovers,Milton Keynes Dons,
2027-01-30,16:00,Burton Albion,Wycombe Wanderers,
2027-01-30,16:00,AFC Wimbledon,Stockport County,
2027-01-30,16:00,Cambridge United,Leyton Orient,
2027-01-30,16:00,Reading,Plymouth Argyle,
2027-01-30,16:00,Luton Town,Peterborough United,
2027-01-30,16:00,Huddersfield Town,Bradford City,
2027-01-30,16:00,Blackpool,Sheffield Wednesday,
2027-01-30,16:00,Notts County,Mansfield Town,
2027-01-30,16:00,Oxford United,Barnsley,
2027-01-30,16:00,Stevenage,Leicester City,
2027-02-06,16:00,Bradford City,Plymouth Argyle,
2027-02-06,16:00,Luton Town,Mansfield Town,
2027-02-06,16:00,Peterborough United,Blackpool,
2027-02-06,16:00,Barnsley,Leyton Orient,
2027-02-06,16:00,Wycombe Wanderers,Stockport County,
2027-02-06,16:00,Leicester City,Milton Keynes Dons,
2027-02-06,16:00,Burton Albion,Notts County,
2027-02-06,16:00,Wigan Athletic,AFC Wimbledon,
2027-02-06,16:00,Doncaster Rovers,Stevenage,
2027-02-06,16:00,Huddersfield Town,Cambridge United,
2027-02-06,16:00,Bromley,Sheffield Wednesday,
2027-02-06,16:00,Reading,Oxford United,
2027-02-09,20:45,Milton Keynes Dons,Wigan Athletic,
2027-02-09,20:45,AFC Wimbledon,Burton Albion,
2027-02-09,20:45,Mansfield Town,Reading,
2027-02-09,20:45,Cambridge United,Bradford City,
2027-02-09,20:45,Stockport County,Luton Town,
2027-02-09,20:45,Plymouth Argyle,Leicester City,
2027-02-09,20:45,Leyton Orient,Bromley,
2027-02-09,20:45,Oxford United,Huddersfield Town,
2027-02-09,20:45,Blackpool,Barnsley,
2027-02-09,20:45,Notts County,Doncaster Rovers,
2027-02-09,20:45,Stevenage,Peterborough United,
2027-02-09,20:45,Sheffield Wednesday,Wycombe Wanderers,
2027-02-13,16:00,Cambridge United,Burton Albion,
2027-02-13,16:00,AFC Wimbledon,Bromley,
2027-02-13,16:00,Plymouth Argyle,Doncaster Rovers,
2027-02-13,16:00,Oxford United,Leicester City,
2027-02-13,16:00,Mansfield Town,Bradford City,
2027-02-13,16:00,Sheffield Wednesday,Peterborough United,
2027-02-13,16:00,Leyton Orient,Luton Town,
2027-02-13,16:00,Stevenage,Barnsley,
2027-02-13,16:00,Notts County,Huddersfield Town,
2027-02-13,16:00,Blackpool,Reading,
2027-02-13,16:00,Milton Keynes Dons,Wycombe Wanderers,
2027-02-13,16:00,Stockport County,Wigan Athletic,
2027-02-20,16:00,Wycombe Wanderers,Leyton Orient,
2027-02-20,16:00,Reading,Cambridge United,
2027-02-20,16:00,Leicester City,Stockport County,
2027-02-20,16:00,Barnsley,Plymouth Argyle,
2027-02-20,16:00,Luton Town,Stevenage,
2027-02-20,16:00,Huddersfield Town,Mansfield Town,
2027-02-20,16:00,Doncaster Rovers,AFC Wimbledon,
2027-02-20,16:00,Burton Albion,Oxford United,
2027-02-20,16:00,Wigan Athletic,Sheffield Wednesday,
2027-02-20,16:00,Bradford City,Notts County,
2027-02-20,16:00,Bromley,Blackpool,
2027-02-20,16:00,Peterborough United,Milton Keynes Dons,
2027-02-27,16:00,Oxford United,Luton Town,
2027-02-27,16:00,Bradford City,Leicester City,
2027-02-27,16:00,Plymouth Argyle,Sheffield Wednesday,
2027-02-27,16:00,Cambridge United,Peterborough United,
2027-02-27,16:00,Reading,Stockport County,
2027-02-27,16:00,Notts County,Bromley,
2027-02-27,16:00,Blackpool,AFC Wimbledon,
2027-02-27,16:00,Mansfield Town,Stevenage,
2027-02-27,16:00,Barnsley,Wigan Athletic,
2027-02-27,16:00,Leyton Orient,Doncaster Rovers,
2027-02-27,16:00,Huddersfield Town,Wycombe Wanderers,
2027-02-27,16:00,Burton Albion,Milton Keynes Dons,
2027-03-06,16:00,Luton Town,Reading,
2027-03-06,16:00,Peterborough United,Bradford City,
2027-03-06,16:00,Doncaster Rovers,Mansfield Town,
2027-03-06,16:00,Wycombe Wanderers,Blackpool,
2027-03-06,16:00,Bromley,Barnsley,
2027-03-06,16:00,AFC Wimbledon,Huddersfield Town,
2027-03-06,16:00,Leicester City,Notts County,
2027-03-06,16:00,Stockport County,Plymouth Argyle,
2027-03-06,16:00,Stevenage,Burton Albion,
2027-03-06,16:00,Milton Keynes Dons,Oxford United,
2027-03-06,16:00,Sheffield Wednesday,Leyton Orient,
2027-03-06,16:00,Wigan Athletic,Cambridge United,
2027-03-13,16:00,Oxford United,Stevenage,
2027-03-13,16:00,Notts County,Luton Town,
2027-03-13,16:00,Mansfield Town,Peterborough United,
2027-03-13,16:00,Blackpool,Stockport County,
2027-03-13,16:00,Reading,AFC Wimbledon,
2027-03-13,16:00,Bradford City,Sheffield Wednesday,
2027-03-13,16:00,Huddersfield Town,Milton Keynes Dons,
2027-03-13,16:00,Burton Albion,Leicester City,
2027-03-13,16:00,Barnsley,Doncaster Rovers,
2027-03-13,16:00,Leyton Orient,Wigan Athletic,
2027-03-13,16:00,Plymouth Argyle,Wycombe Wanderers,
2027-03-13,16:00,Cambridge United,Bromley,
2027-03-20,16:00,Milton Keynes Dons,Mansfield Town,
2027-03-20,16:00,Bromley,Reading,
2027-03-20,16:00,Wigan Athletic,Blackpool,
2027-03-20,16:00,Leicester City,Huddersfield Town,
2027-03-20,16:00,AFC Wimbledon,Leyton Orient,
2027-03-20,16:00,Doncaster Rovers,Bradford City,
2027-03-20,16:00,Peterborough United,Plymouth Argyle,
2027-03-20,16:00,Stockport County,Cambridge United,
2027-03-20,16:00,Wycombe Wanderers,Oxford United,
2027-03-20,16:00,Sheffield Wednesday,Barnsley,
2027-03-20,16:00,Stevenage,Notts County,
2027-03-20,16:00,Luton Town,Burton Albion,
2027-03-26,16:00,Notts County,Barnsley,
2027-03-26,16:00,Doncaster Rovers,Blackpool,
2027-03-26,16:00,Stevenage,Bromley,
2027-03-26,16:00,Luton Town,Plymouth Argyle,
2027-03-26,16:00,Mansfield Town,Cambridge United,
2027-03-26,16:00,Huddersfield Town,Reading,
2027-03-26,16:00,Bradford City,Wigan Athletic,
2027-03-26,16:00,Burton Albion,Stockport County,
2027-03-26,16:00,Oxford United,Leyton Orient,
2027-03-26,16:00,Milton Keynes Dons,Sheffield Wednesday,
2027-03-26,16:00,Leicester City,Wycombe Wanderers,
2027-03-26,16:00,Peterborough United,AFC Wimbledon,
2027-03-29,15:00,Sheffield Wednesday,Burton Albion,
2027-03-29,15:00,Reading,Stevenage,
2027-03-29,15:00,Blackpool,Oxford United,
2027-03-29,15:00,Wycombe Wanderers,Peterborough United,
2027-03-29,15:00,Cambridge United,Milton Keynes Dons,
2027-03-29,15:00,Wigan Athletic,Luton Town,
2027-03-29,15:00,AFC Wimbledon,Leicester City,
2027-03-29,15:00,Barnsley,Mansfield Town,
2027-03-29,15:00,Stockport County,Bradford City,
2027-03-29,15:00,Leyton Orient,Huddersfield Town,
2027-03-29,15:00,Plymouth Argyle,Notts County,
2027-03-29,15:00,Bromley,Doncaster Rovers,
2027-04-03,15:00,Leicester City,Leyton Orient,
2027-04-03,15:00,Burton Albion,Barnsley,
2027-04-03,15:00,Notts County,Wigan Athletic,
2027-04-03,15:00,Peterborough United,Reading,
2027-04-03,15:00,Huddersfield Town,Stockport County,
2027-04-03,15:00,Stevenage,Wycombe Wanderers,
2027-04-03,15:00,Bradford City,Blackpool,
2027-04-03,15:00,Doncaster Rovers,Cambridge United,
2027-04-03,15:00,Oxford United,Bromley,
2027-04-03,15:00,Luton Town,AFC Wimbledon,
2027-04-03,15:00,Mansfield Town,Sheffield Wednesday,
2027-04-03,15:00,Milton Keynes Dons,Plymouth Argyle,
2027-04-10,15:00,Reading,Burton Albion,
2027-04-10,15:00,Blackpool,Huddersfield Town,
2027-04-10,15:00,Cambridge United,Notts County,
2027-04-10,15:00,Plymouth Argyle,Oxford United,
2027-04-10,15:00,Wycombe Wanderers,Mansfield Town,
2027-04-10,15:00,Sheffield Wednesday,Leicester City,
2027-04-10,15:00,AFC Wimbledon,Bradford City,
2027-04-10,15:00,Barnsley,Peterborough United,
2027-04-10,15:00,Wigan Athletic,Doncaster Rovers,
2027-04-10,15:00,Bromley,Luton Town,
2027-04-10,15:00,Leyton Orient,Milton Keynes Dons,
2027-04-10,15:00,Stockport County,Stevenage,
2027-04-13,19:45,AFC Wimbledon,Cambridge United,
2027-04-13,19:45,Bromley,Milton Keynes Dons,
2027-04-13,19:45,Luton Town,Huddersfield Town,
2027-04-13,19:45,Sheffield Wednesday,Stevenage,
2027-04-13,19:45,Wigan Athletic,Leicester City,
2027-04-13,19:45,Oxford United,Doncaster Rovers,
2027-04-13,19:45,Blackpool,Notts County,
2027-04-13,19:45,Peterborough United,Stockport County,
2027-04-13,19:45,Leyton Orient,Mansfield Town,
2027-04-13,19:45,Barnsley,Bradford City,
2027-04-13,19:45,Burton Albion,Plymouth Argyle,
2027-04-13,20:00,Reading,Wycombe Wanderers,
2027-04-17,15:00,Doncaster Rovers,Peterborough United,
2027-04-17,15:00,Huddersfield Town,Bromley,
2027-04-17,15:00,Wycombe Wanderers,Wigan Athletic,
2027-04-17,15:00,Mansfield Town,Burton Albion,
2027-04-17,15:00,Stevenage,Leyton Orient,
2027-04-17,15:00,Bradford City,Luton Town,
2027-04-17,15:00,Milton Keynes Dons,AFC Wimbledon,
2027-04-17,15:00,Stockport County,Sheffield Wednesday,
2027-04-17,15:00,Plymouth Argyle,Blackpool,
2027-04-17,15:00,Cambridge United,Oxford United,
2027-04-17,15:00,Notts County,Reading,
2027-04-17,15:00,Leicester City,Barnsley,
2027-04-24,15:00,Bromley,Mansfield Town,
2027-04-24,15:00,Sheffield Wednesday,Milton Keynes Dons,
2027-04-24,15:00,Peterborough United,Leicester City,
2027-04-24,15:00,Oxford United,Notts County,
2027-04-24,15:00,Reading,Huddersfield Town,
2027-04-24,15:00,Leyton Orient,Bradford City,
2027-04-24,15:00,Blackpool,Cambridge United,
2027-04-24,15:00,Wigan Athletic,Stevenage,
2027-04-24,15:00,AFC Wimbledon,Plymouth Argyle,
2027-04-24,15:00,Luton Town,Wycombe Wanderers,
2027-04-24,15:00,Barnsley,Stockport County,
2027-04-24,15:00,Burton Albion,Doncaster Rovers,
2027-04-27,19:45,Cambridge United,Sheffield Wednesday,
